Ambient Dips,dips - ambient,
Ambient Flavoured Milk,soft drinks-mlkshks (rdy made),
Ambient Olives Black,olives,
Ambient Olives Green,olives,
Ambient Olives Mixed,olives,
Amb One Shot From Concentrate,soft drinks-frt jce/drnks,
Ambient One Sh Functional Stil,soft drinks-frt jce/drnks,
Ambient One Sh Juice Drinks Co,soft drinks-frt jce/drnks,
Ambient One Sh Refreshment Ene,soft drinks-frt jce/drnks,
Ambient One Sh Still Adult Dri,soft drinks-frt jce/drnks,
Ambient One Sho Sports Drinks,soft drinks-frt jce/drnks,
Ambient One Shot Dri Iced Tea,soft drinks-frt jce/drnks,
Ambient One Shot Drinks,soft drinks-frt jce/drnks,
Ambient One Shot Frshly Sqzd,soft drinks-frt jce/drnks,
Ambient One Shot Juice Drinks,soft drinks-frt jce/drnks,
Ambient One Shot Not From Conc,soft drinks-frt jce/drnks,
Ambient One Shot Smoothies,soft drinks-frt jce/drnks,
Ambient Paste Non Barcoded,paste+spreads,
Ambient Paste Paste+Spreads,paste+spreads,
Ambient Paste Potato Toppers,paste+spreads,
Ambient Paste Red Pepper+Feta,paste+spreads,
Ambient Paste Sandwich Spread,paste+spreads,
Ambient Paste Toasting Topper,paste+spreads,
Ambient Paste+Spreads Pate,paste+spreads,
Ambient Paste+Spreads Tapenade,paste+spreads,
Ambient Pastes Roasted Red Pep,paste+spreads,
Ambient Pastes Sundried Tomato,paste+spreads,
Ambient Pizza Bases,pizza - fresh+ambient,
Ambient Rice Bulk Plain Rice,rice+savoury noodles,
Ambient Rice Non Barcoded,rice+savoury noodles,
Ambient Rice Other Plain Rice,rice+savoury noodles,
Ambient Rice Other Rice,rice+savoury noodles,
Ambient Rice Pouch Rice,rice+savoury noodles,
Ambient Rice Savoury Noodle,rice+savoury noodles,
Ambient Rice Savoury Pasta,rice+savoury noodles,
Ambient Rice+S Wholegrain Basm,rice+savoury noodles,
Ambient Rice+S Wholegrain Pila,rice+savoury noodles,
Ambient Rice+Sv Plain Noodles,rice+savoury noodles,
Ambient Rice+Svry N Pot Snack,rice+savoury noodles,
Ambnt Rice Dried Savoury Rice,rice+savoury noodles,
Ambient Sandwich Filler,sandwich fillers,
Ambient Slimming Products,slimming prds-meal replacement,
Ambient Soup Low Calorie,soups-liquid,
Ambient Soup Non Barcoded,soups-liquid,
Ambient Soup Premium,soups-liquid,
Ambient Soup Regular,soups-liquid,
Ambient Soup Thick Diced,soups-liquid,
Ambient Sponge Puddings,ambient sponge puddings,
Ambient Vgtrn Other Vegetable,ambient vegetables-other veg,
Ambient Vgtrn P Soya Products,ambient hot meat/soya/veg prod,
Ambient Vgtrn Ssgs/Frnkfrtr,ambient hot meat/soya/veg prod,
Ambient Vgtrn Stews+Casserole,ambient hot meat/soya/veg prod,
Ambient Fruit Instant NFC,fruit juice & fruit drinks,
Ambient Fruit Jce Drink,fruit juice & fruit drinks,
Ambient Fruit Jce FC,fruit juice & fruit drinks,
Ambient Fruit Juice NFC,fruit juice & fruit drinks,
Ambient Fruit Pure FC,fruit juice & fruit drinks,
Ambient Fruit Pure Jce Drink,fruit juice & fruit drinks,
Ambient Fruit Pure NFC,fruit juice & fruit drinks,
Ambient Fruit Pure Smoothies,fruit juice & fruit drinks,
Ambient Fruit Yoghurt Drink,yoghurt drinks and juices,
Ambient Juice Drinks,fruit juice & fruit drinks,
Ambnt Fru Ambient J Flavoured,fruit juice & fruit drinks,
Ambnt Fru Ambient J Sports Dri,fruit juice & fruit drinks,
Ambnt Fru Ambient J Still Adul,fruit juice & fruit drinks,
Ambnt Fru Ambient P NFC Cold P,fruit juice & fruit drinks,
Ambnt Fru Ambient P Sparkling,fruit juice & fruit drinks,
Ambnt Fru Ambient P Still Adul,fruit juice & fruit drinks,
Ambnt Fru Yoghurt D Smoothies,yoghurt drinks and juices,
Ambnt Fru Yoghurt D Still Adul,yoghurt drinks and juices,
Ambnt Frui Ambient J Iced Tea,fruit juice & fruit drinks,
Ambnt Frui Instant Juice Drink,fruit juice & fruit drinks,
Amb Salad Acc Non Barcoded,salad dressing,
Amb Salad Acc Pourable Drssing,salad dressing,
Ambient Salad Cream,mayonnaise and salad cream,
Ambnt Salad Accomp Mayonnaise,mayonnaise and salad cream,
Anti-Diarrhoea Liquid Capsules,,
Anti-Diarrhoeal Caplets,,
Anti-Diarrhoeal Capsule,,
Anti-Diarrhoeal Capsule/Powder,,
Anti-Diarrhoeal Liquid,,
Anti-Diarrhoeal Powder,,
Anti-Diarrhoeal Tablets,,
Antiseptics&Liq Dsnfctnt,,
Artificial Swtnr Granule/Pwdr,sugar,
Artificial Swtnrs Tablet,sugar,
Liquid Artificial Sweetners,syrup and treacle,
Baked Beans Non Barcoded,baked beans,
Baked Beans Variants,baked beans,
Baked Beans+Tomato,baked beans,
Bar Soap Multi-Pack,,
Bar Soap Single,,
Bath+Shower Pr Non Barcoded Pr,,
Bath+Shower Pr Shower Products,,
Bath+Shower Prod Wash Mittens,,
Bath+Shower Product Body Wash,,
Bath+Shower Products Cubes,,
Bath+Shower Products Liquid,,
Bath+Shower Products Salts,,
Shower Products,,
Batteries,,
Ale,alcohol-beer bitter,
Lager,alcohol-beer lgr >4.3 abv stgh,NOTE
Stout,alcohol-beer stout,
Bin Liners Dustbin,,
Bin Liners Garden Sack,,
Bin Liners Large Pedal Bin,,
Bin Liners Recycle Sack,,
Bin Liners Refuse Sack,,
Bin Liners Rubble Sack,,
Bin Liners Small Pedal Bin,,
Bin Liners Swing Bin,,
Bin Liners Waste Basket,,
Bin Liners Wheelie,,
Low Calorie Bitter Lemon,lemon and lime juices,
Standard Bitter Lemon,lemon and lime juices,
Bleaches&Lavat Blue Cypress+Mi,,
Bleaches+Lavatory Non-Barcoded,,
Bowl Block Cleaners,,
Cistern Block Cleaners,,
Lavatory Bleach,,
Lavatory Cleaner Mousse,,
Lavatory Tablets,,
Lavatory Wipes,,
Liquid Bleach,,
Liquid Lavatory Cleaners,,
Powder Lavatory Cleaners,,
Bottled Cola Non Barcode Cola,soft drinks-cola bottles,
Bottled Colas Diet Cola,soft drinks-cola bottles,
Bottled Colas Regular Cola,soft drinks-cola bottles,
Bottled Diet Lemonade,soft drinks-mixers,
Bottled Lemo Diet Sport+Energy,soft drinks-mixers,
Bottled Regular Lemonade,soft drinks-mixers,
Bottled O Low Calor Flavoured,soft drinks-crbntd flvrs bttls,
Bottled O Non Barco Flavoured,soft drinks-crbntd flvrs bttls,
Bottled Ot Regular Flavoured C,soft drinks-crbntd flvrs bttls,
Bottled Ot Regular Sport+Energ,soft drinks-crbntd flvrs bttls,
Bottled Othe Diet Flavoured Ca,soft drinks-crbntd flvrs bttls,
Bottled Othe Diet Sport+Energy,soft drinks-crbntd flvrs bttls,
Bottled Othe Regular Lemonade,soft drinks-mixers,
Bottled Other F Diet Lemonade,soft drinks-mixers,
Bottled Shandies Diet,soft drinks-shandies,
Regular Bottled Shandies,soft drinks-shandies,
Breakfast Cere Breakfast Drink,breakfast cereals,
Breakfast Cereal Ready To Eat,breakfast cereals,
Breakfast Cereals Granola,breakfast cereals,
Breakfast Cereals Muesli,breakfast cereals,
Breakfast Cereals Non barcoded,breakfast cereals,
Instant Porridge,breakfast cereals,
Porridge Oat,breakfast cereals,
Ready To Eat Cereals,breakfast cereals,
Butter Gluten Free Block,butter,
Butter Non Barcoded Pro Block,butter,
Butter Slightly Sal Flavoured,butter,
Butter Slightly Sal Spreadable,butter,
Butter Slightly Salted Block,butter,
Butter Standard Alcoholic Butt,butter,
Butter Standard Block,butter,
Butter Standard Flavoured,butter,
Butter Standard Other,butter,
Butter Standard Spreadable,butter,
Butter Unsalted Alcoholic Butt,butter,
Butter Unsalted Block,butter,
Butter Unsalted Other,butter,
Butter Unsalted Spreadable,butter,
Canned Col Regular Sport+Energ,soft drinks-cola canned,
Canned Colas Diet Cola,soft drinks-cola canned,
Canned Colas Regular Cola,soft drinks-cola canned,
Canned Brisling,canned fish,
Canned Crab/Crabmeat,canned fish,
Canned Fish Other Fish in Jars,canned fish,
Canned Keta Salmon,canned fish,
Canned Mackerel,canned fish,
Canned Medium Red Salmon,canned fish,
Canned Pilchard,canned fish,
Canned Pink Salmon,canned fish,
Canned Red Salmon,canned fish,
Canned Sardines,canned fish,
Canned Sild,canned fish,
Canned Tuna,canned fish,
Other Canned Fish,canned fish,
Tuna,canned fish,
Canned Hot Meats Bacon Grill,canned ham,
Canned Hot Meats Non-Barcoded,canned ham,
Hot Canned Fillings Meat,tinned cold meats,
Hot Canned Meatballs,tinned cold meats,
Hot Canned Mince,tinned cold meats,
Hot Canned Other Meat Products,tinned cold meats,
Hot Canned Pies,tinned cold meats,
Hot Canned Puddings,tinned cold meats,
Hot Canned Ready Meals,tinned cold meats,
Hot can Sausages/Frankfurters,tinned cold meats,
Canned Lemon Regular Lemonade,soft drinks-crbntd flvrs cnnd,
Canned Lemonade Diet Lemonade,soft drinks-crbntd flvrs cnnd,
Canned Oth Regular Sport+Energ,soft drinks-crbntd flvrs cnnd,
Canned Other Carbonated,soft drinks-crbntd flvrs cnnd,
Canned Other Diet Carbonate,soft drinks-crbntd flvrs cnnd,
Canned Other Diet Sport+Energy,soft drinks-crbntd flvrs cnnd,
Diet,soft drinks-crbntd flvrs cnnd,
Canned Bolognese,pasta-canned,
Canned Hooped Spaghetti,pasta-canned,
Canned Long Spaghetti,pasta-canned,
Canned Macaroni,pasta-canned,
Canned Other Pasta,pasta-canned,
Canned Pasta Prds Non Barcoded,pasta-canned,
Canned Pasta Produ Pasta Meal,pasta-canned,
Canned Ravioli,pasta-canned,
Canned Shaped Pasta,pasta-canned,
Canned Spaghetti Meals,pasta-canned,
Canned Rice Other Milk Pudding,ambient milk puddings,
Canned Rice Pud Non Barcoded,ambient milk puddings,
Canned Rice Pudding Rice,ambient milk puddings,
Canned Salads,prepared salads,
Diet Canned Shandies,soft drinks-shandies,
Regular Canned Shandies,soft drinks-shandies,
Canned Flageolet Bns+Crt+Tom,vegetables-canned peas & beans,
Canned Petit Pois+Carrot+Mshrm,vegetables-canned peas & beans,
Canned Veg Artichokes,vegetables-canned peas & beans,
Canned Veg Asparagus,vegetables-canned peas & beans,
Canned Veg Baby Carrots,vegetables-canned peas & beans,
Canned Veg Beetroot,vegetables-canned peas & beans,
Canned Veg Button Mushroom,vegetables-canned peas & beans,
Canned Veg Celery,vegetables-canned peas & beans,
Canned Veg Chopped Mushroom,vegetables-canned peas & beans,
Canned Veg Creamed Mushroom,vegetables-canned peas & beans,
Canned Veg Garlic Mushroom,vegetables-canned peas & beans,
Canned Veg Green Pepper,vegetables-canned peas & beans,
Canned Veg Jersey Potatoes,vegetables-canned peas & beans,
Canned Veg Lentil,vegetables-canned peas & beans,
Canned Veg Mixed Pulses,vegetables-canned peas & beans,
Canned Veg Mixed Vegetable,vegetables-canned peas & beans,
Canned Veg Mushrooms,vegetables-canned peas & beans,
Canned Veg New Potatoes,vegetables-canned peas & beans,
Canned Veg Onions,vegetables-canned peas & beans,
Canned Veg Other,vegetables-canned peas & beans,
Canned Veg Patra,vegetables-canned peas & beans,
Canned Veg Peas+Carrots,vegetables-canned peas & beans,
Canned Veg Peas+Sweetcorn,vegetables-canned peas & beans,
Canned Veg Petit Pois,vegetables-canned peas & beans,
Canned Veg Petit Pois+Bby Crrt,vegetables-canned peas & beans,
Canned Veg Petit Pois+Carrots,vegetables-canned peas & beans,
Canned Veg Petit Pois+Swede,vegetables-canned peas & beans,
Canned Veg Ratatouille,vegetables-canned peas & beans,
Canned Veg Red Cabbage,vegetables-canned peas & beans,
Canned Veg Red Peppers,vegetables-canned peas & beans,
Canned Veg Sliced Carrots,vegetables-canned peas & beans,
Canned Veg Sliced Mushroom,vegetables-canned peas & beans,
Canned Veg Spinach,vegetables-canned peas & beans,
Canned Veg Sweetcorn,vegetables-canned peas & beans,
Canned Veg Yellow Peppers,vegetables-canned peas & beans,
Canned Vegetab Assorted Pepper,vegetables-canned peas & beans,
Canned Vegetab Chantenay Carro,vegetables-canned peas & beans,
Canned Vegetab Grated Potatoes,vegetables-canned peas & beans,
Canned Vegetab Lentil+Onion+Ca,vegetables-canned peas & beans,
Canned Vegetab Mediterranean S,vegetables-canned peas & beans,
Canned Vegetab Mixed Vegetable,vegetables-canned peas & beans,
Canned Vegetab Mungbean Sprout,vegetables-canned peas & beans,
Canned Vegetab Stuffed Cabbage,vegetables-canned peas & beans,
Canned Vegetab Sun Kissed Pepp,vegetables-canned peas & beans,
Canned Vegetable Diced Potato,vegetables-canned peas & beans,
Canned Vegetables Barley,vegetables-canned peas & beans,
Canned Vegetables Peas+Beans,vegetables-canned peas & beans,
Cnnd Veg Mushroom in Wte Sce,vegetables-canned peas & beans,
Cnnd Veg Mushroom+Smokey Bacon,vegetables-canned peas & beans,
Other Canned Vegetables,vegetables-canned peas & beans,
Carpet Cleaners,,
Carpet Clnrs/S Carpet Cleaner,,
Other Stain Removers,,
Cat Litter,,
Cat+Dog Treats Cat Treats,,
Cat+Dog Treats Dog Treats,,
Dog Treats,,
Cereal Bars,cereal bars,
Cereal Bars Assorted,cereal bars,
Cereal Bars Chocolate,cereal bars,
Cereal Bars Exotic Fruit,cereal bars,
Cereal Bars Fruit+Nut,cereal bars,
Cereal Bars Nuts,cereal bars,
Cereal Bars Other Flavour,cereal bars,
Cereal Bars Plain Cereals,cereal bars,
Cereal Bars Single Fruit,cereal bars,
Fruit Bars Assorted,fruit bars,
Fruit Bars Berries,fruit bars,
Fruit Bars Core Fruit,fruit bars,
Fruit Bars Exotic Fruit,fruit bars,
Fruit Bars Other,fruit bars,
Child Bisc Assortment,biscuits - seasonal,
Child Bisc Chocolate Mallows,biscuits - seasonal,
Child Bisc Coconut/Nice,biscuits - seasonal,
Child Bisc Cookies,biscuits - seasonal,
Child Bisc Dips,biscuits - seasonal,
Child Bisc Fully Coated,biscuits - chocolate coated,
Child Bisc Ginger,biscuits - plain+savoury,
Child Bisc Half Coated,biscuits - chocolate coated,
Child Bisc Half Iced,biscuits - chocolate coated,
Child Bisc Jaffa Cakes,biscuits - chocolate coated,
Child Bisc Jam,jams & marmalades,
Child Bisc Lunchbox,biscuits - seasonal,
Child Bisc Other Creams,biscuits - sweet,
Child Bisc Packet Wafers,biscuits - sweet,
Child Bisc Shortbread,biscuits - sweet,
Child Bisc Uncoated Countlines,biscuits - sweet,
Child Bisc Uncoated Mallows,biscuits - sweet,
Children Biscuit Chocolate,biscuits - chocolate bisc bars,
Childrens Bisc Chocolate Diges,biscuits - chocolate coated,
Childrens Biscu Chocolate Oat,biscuits - chocolate coated,
Childrens Biscuit Other Sweet,biscuits - sweet,
Childrens Biscuits Digestives,biscuits - chocolate coated,
Childrens Biscuits Malted,biscuits - plain+savoury,
Childrens Biscuits Oat,biscuits - plain+savoury,
Childrens Biscuits Rich Tea,biscuits - plain+savoury,
Chilled Black+White Pudding,black+white puddings+haggis,
Chilled Breads Bagels,bread - prepkd(400g+) / spclty,
Chilled Breads Baguettes,bread - loose,
Chilled Breads Ciabatta,bread - loose,
Chilled Breads Crusty,bread - loose,
Chilled Breads Flatbread,bread - loose,
Chilled Breads Focaccia,bread - loose,
Chilled Breads Garlic Slices,bread - prepkd(400g+) / spclty,
Chilled Breads Lavash Bread,bread - prepkd(400g+) / spclty,
Chilled Breads Naan Bread,bread - prepkd(400g+) / spclty,
Chilled Breads Partbaked,bread - prepkd(400g+) / spclty,
Chilled Breads Petit Pains,bread - prepkd(400g+) / spclty,
Chilled Breads Soft,bread - prepkd(400g+) / spclty,
Chilled Breads Tear+Share,bread - prepkd(400g+) / spclty,
Chilled Other Bread Rolls,bread - loose rolls,
Chilled Pancakes/Griddles,bread - prepkd(400g+) / spclty,
Burgers,meat - fresh primary,
Chilled Burgers,meat - fresh primary,
Chilled Burgers+Gri Meatballs,meat - fresh primary,
Chilled Grills,meat - fresh primary,
Chilled Cake Portions,cakes & pastries,
Chilled Cakes Cheesecake,cakes & pastries,
Chilled Cakes Danish Pastries,cakes & pastries,
Chilled Cakes Large Pies,cakes & pastries,
Chilled Cakes Large Tarts,cakes & pastries,
Chilled Cakes Large Whole Cake,cakes & pastries,
Chilled Cakes Mince Pies,cakes & pastries,
Chilled Cakes Mini Meringue,cakes & pastries,
Chilled Cakes Muffins,cakes & pastries,
Chilled Cakes Other Cakes,cakes & pastries,
Chilled Cakes Slices,cakes & pastries,
Chilled Cakes Small Cakes,cakes & pastries,
Chilled Cakes Small Pies,cakes & pastries,
Chilled Cakes Small Tarts,cakes & pastries,
Chilled Cakes Sponge Sandwich,cakes & pastries,
Chld Cakes Large Swiss Rolls,cakes & pastries,
Chilled Ckng Liquid Cook-in,cooking sauces and condiments,
Chilled Ckng Liquid Pasta Sce,cooking sauces and condiments,
Chilled Ckng Liquid Pizza Sce,cooking sauces and condiments,
Chilled Ckng Liquid Pour Over,cooking sauces and condiments,
Chilled Cookin Redcurrant Jel,cooking sauces and condiments,
Chilled Cheesecake Desserts,ready to serve desserts,
Chilled Creme Caramel Desserts,ready to serve desserts,
Chilled Desser Crumble/Cobbler,ready to serve desserts,
Chilled Desser Dessert Sauce/T,ready to serve desserts,
Chilled Desser Flavoured Desse,ready to serve desserts,
Chilled Desser Pancakes/Crepes,ready to serve desserts,
Chilled Desser Pavlovas/Mering,ready to serve desserts,
Chilled Desser Sponge Puddings,ready to serve desserts,
Chilled Desser Traditional Des,ready to serve desserts,
Chilled Desserts Compote,ready to serve desserts,
Chilled Desserts Creme Brulee,ready to serve desserts,
Chilled Desserts Custard,ready to serve desserts,
Chilled Desserts Fools,ready to serve desserts,
Chilled Desserts Jelly,ready to serve desserts,
Chilled Desserts Pannacotta,ready to serve desserts,
Chilled Desserts Profiterole,ready to serve desserts,
Chilled Desserts Pudding,ready to serve desserts,
Chilled Desserts Sundaes,ready to serve desserts,
Chilled Desserts Terrine,ready to serve desserts,
Chilled Desserts Tiramisu,ready to serve desserts,
Chilled Desserts Torte,ready to serve desserts,
Chilled Mousse Desserts,ready to serve desserts,
Chilled Other Dessert Types,ready to serve desserts,
Chilled Rice Puddings Desserts,ready to serve desserts,
Chilled Souffle Desserts,ready to serve desserts,
Chilled Trifle Desserts,ready to serve desserts,
Chilled Xmas Desserts,ready to serve desserts,
Flavoured Desserts,ready to serve desserts,
Chilled Dips Dip+Accompaniment,dips - chilled,
Chilled Dips Multi-Pack,dips - chilled,
Chilled Dips Single,dips - chilled,
Chilled Dips Trial Size,dips - chilled,
Single,dips - chilled,
Chilled Flavoured Milk,milkshake mixes,
Chilled F Ambient J Juice Drin,fruit juice & fruit drinks,
Chilled F Ambient J Still Adul,fruit juice & fruit drinks,
Chilled F Ambient P From Conce,fruit juice & fruit drinks,
Chilled F Ambient P Not From C,fruit juice & fruit drinks,
Chilled F Ambient P Still Adul,fruit juice & fruit drinks,
Chilled F Chilled J Refreshmen,fruit juice & fruit drinks,
Chilled F Chilled J Still Adul,fruit juice & fruit drinks,
Chilled F Chilled P NFC Cold P,fruit juice & fruit drinks,
Chilled F Chilled P Refreshmen,fruit juice & fruit drinks,
Chilled F Chilled P Smoothie C,fruit juice & fruit drinks,
Chilled F Chilled P Still Adul,fruit juice & fruit drinks,
Chilled Fr Chilled J Iced Tea,fruit juice & fruit drinks,
Chilled Fruit Juice Drink,fruit juice & fruit drinks,
Chilled Fruit Juice FC,fruit juice & fruit drinks,
Chilled Fruit Juice NFC,fruit juice & fruit drinks,
Chilled Fruit Juice Smoothies,fruit juice & fruit drinks,
Chilled Pure Fruit Juice Drink,fruit juice & fruit drinks,
Chilled Pure Fruit Juice FC,fruit juice & fruit drinks,
Chilled Pure Fruit Juice NFC,fruit juice & fruit drinks,
Chilled Pure Fruit Smoothies,fruit juice & fruit drinks,
Chld Pure Frt Jce Freshly Sqzd,fruit juice & fruit drinks,
Chilled Ready to Serve Gravy,gravy & stock,
Chilled Olives Black,olives,
Chilled Olives Green,olives,
Chilled Olives Mixed,olives,
Chilled One Sh Functional Ener,fruit juice & fruit drinks,
Chilled One Sh Functional Stil,fruit juice & fruit drinks,
Chilled One Sh Juice Drinks Co,fruit juice & fruit drinks,
Chilled One Sh NFC Cold Press,coffee-liquid & ground,
Chilled One Sh Refreshment Ene,soft drinks-crbntd flvrs cnnd,
Chilled One Sh Smoothie Cold P,fruit juice & fruit drinks,
Chilled One Sh Still Adult Dri,soft drinks-crbntd flvrs cnnd,
Chilled One Sho Sports Drinks,fruit juice & fruit drinks,
Chilled One Shot Dri Iced Tea,fruit juice & fruit drinks,
Chilled One Shot FC,fruit juice & fruit drinks,
Chilled One Shot Frshly Sqzd,fruit juice & fruit drinks,
Chilled One Shot Juice Drinks,fruit juice & fruit drinks,
Chilled One Shot NFC,fruit juice & fruit drinks,
Chilled One Shot Smoothies,fruit juice & fruit drinks,
Chilled Pastes+Spreads,paste+spreads,
Chilled Pate,pate,
Chilled Tapenade,paste+spreads,
Chilled P Chilled B Delicatess,pizza - fresh+ambient,
Chilled P Thin & Cr Garlic+Moz,pizza - fresh+ambient,
Chilled P Thin & Cr Stromboli,pizza - fresh+ambient,
Chilled Pizza Bases,pizza - fresh+ambient,
Chilled Pizza Boboli Prepacked,pizza - fresh+ambient,
Chilled Pizza Deep Pan Deli,pizza - fresh+ambient,
Chilled Pizza Deep Pan Prpckd,pizza - fresh+ambient,
Chilled Pizza Deli,pizza - fresh+ambient,
Chilled Pizza Kits,pizza - fresh+ambient,
Chilled Pizza Prpckd,pizza - fresh+ambient,
Chilled Pizza Slice Deli,pizza - fresh+ambient,
Chilled Pizza Slice Prpckd,pizza - fresh+ambient,
Chilled Pizza Stonebake Deli,pizza - fresh+ambient,
Chilled Pizza Stonebake Prpckd,pizza - fresh+ambient,
Chilled Pizza Stromboli,pizza - fresh+ambient,
Chld Pizza Boboli Delicatessen,pizza - fresh+ambient,
Chld Pizza Thin & Cr Prepacked,pizza - fresh+ambient,
Chld Pizza Thin & Crispy Deli,pizza - fresh+ambient,
Chilled Prepar Breaded-Kievs/E,fish - fresh prcsd ctd/snacks,
Chilled Prepar Calamari/Squid,fish - fresh wet/smoked/shell,
Chilled Prepar Other Natural F,fish - fresh wet/smoked/shell,
Chilled Prepared Fis Battered,fish - fresh prcsd ctd/snacks,
Chilled Prepared Fish Breaded,fish - fresh prcsd ctd/snacks,
Chilled Prepared Fish Meals,fish - fresh prcsd cmplt mls,
Chilled Prepared Fish Natural,fish - fresh wet/smoked/shell,
Chilled Prepared Fish Plaice,fish - fresh wet/smoked/shell,
Chilled Prepared Fish Snacks,fish - fresh prcsd ctd/snacks,
Chilled Prepared Fish Sole,fish - fresh wet/smoked/shell,
Chilled Prepared Fish+Pastry,fish - fresh wet/smoked/shell,
Fish Snacks,fish - fresh prcsd ctd/snacks,
Chilled Prepar Prepared Fruit,prepared chilled fruit,
Chilled Prepar Prepared Vegeta,prepared chilled vegetables,
Chilled Prepared Leafy Salads,prepared salads,
Chilled Prepared Mix Try Salad,prepared salads,
Mixed Tray Salads,prepared chilled layerd salads,
Prepared Fruit,prepared chilled fruit,
Chilled Prepar Sweet Potato+Be,prepared salads,
Chilled Prepared Pasta Salad,prepared salads,
Chilled Prepared Potato Salad,prepared salads,
Chilled Prepared Sld Coleslaw,prepared salads,
Chilled Prepared Sld Main Meal,prepared salads,
Chilled Prepared Sld Selection,prepared salads,
Chilled Prepared Snack For Now,prepared salads,
Chilled Prepared Sweet Potato,prepared salads,
Coleslaw,prepared salads,
Other Prepared Salad,prepared salads,
Other Types,prepared salads,
Breasts+Fillets,meat - fresh prcsd ml accmp,
Chilled P Breaded-K Meal Centr,meat - fresh prcsd ml accmp,
Chilled P Ready To Breaded-Ki,meat - fresh prcsd ml accmp,
Chilled Pr Ready To C Chicken,meat - fresh prcsd ml accmp,
Chilled Prcssd Breasts+Fillets,meat - fresh prcsd ml accmp,
Chilled Prcssd Childrens Shape,meat - fresh prcsd ml accmp,
Chilled Prcssd Drumstick/Thigh,meat - fresh prcsd ml accmp,
Chilled Prcssd Pltry Drumstick,meat - fresh prcsd ml accmp,
Chilled Prcssd Pltry Marinades,meat - fresh prcsd ml accmp,
Chilled Prcssd Poultry Bites,meat - fresh prcsd ml accmp,
Chilled Prcssd Poultry Burgers,meat - fresh prcsd ml accmp,
Chilled Prcssd Poultry Goujons,meat - fresh prcsd ml accmp,
Chilled Prcssd Poultry Nibbles,meat - fresh prcsd ml accmp,
Chilled Prcssd Poultry Nuggets,meat - fresh prcsd ml accmp,
Chilled Prcssd Poultry Snacks,meat - fresh prcsd ml accmp,
Chilled Prcssd Poultry Steaks,meat - fresh prcsd ml accmp,
Chilled Prcssd Poultry Thighs,meat - fresh prcsd ml accmp,
Chilled Prcssd Poultry Wings,meat - fresh prcsd ml accmp,
Chilled Proces Breaded-Kievs/E,meat - fresh prcsd ml accmp,
Chilled Processed Meal Centre,meat - fresh prcsd ml accmp,
Chilled Processed Non Barcoded,meat - fresh prcsd ml accmp,
Chilled Processed Po Portions,meat - fresh prcsd ml accmp,
